enzyme	reaction	cid
Mt_71G1	1.0	65090
Mt_78G1	0.0	65090
Nt_UGT1	0.0	65090
Os_88C1	0.0	65090
Pt_UGT1	0.0	65090
Rc_GT1	0.0	65090
Zm_15991	1.0	65090
Zm_43295	0.0	65090
Zm_51683	0.0	65090
Zm_72068	0.0	65090
Zm_85854	1.0	65090
At_71C1	0.0	31211
At_71D1	0.0	31211
At_72B1	0.0	31211
Ct_71E5	0.0	31211
Dc_71F5	0.0	31211
Fe_72B19	0.0	31211
Fe_88J1	0.0	31211
Fi_88A10	0.0	31211
Gm_88E3	0.0	31211
Lc_72B10	0.0	31211
Mt_71G1	0.0	31211
Mt_78G1	0.0	31211
Nt_UGT1	0.0	31211
Os_88C1	0.0	31211
Pt_UGT1	0.0	31211
Rc_GT1	0.0	31211
Sl_GT5	0.0	31211
Zm_15991	0.0	31211
Zm_43295	0.0	31211
Zm_51683	0.0	31211
Zm_62783	0.0	31211
Zm_72068	0.0	31211
Zm_85854	0.0	31211
At_71C1	0.0	17100
At_71D1	0.0	17100
At_72B1	0.0	17100
At_72E2	0.0	17100
Ct_71E5	0.0	17100
Dc_71F5	0.0	17100
Fe_72B19	0.0	17100
Fe_88J1	0.0	17100
Fi_88A10	0.0	17100
Gm_88E3	0.0	17100
Lc_72B10	0.0	17100
Mt_71G1	0.0	17100
Mt_78G1	0.0	17100
Nt_UGT1	0.0	17100
Os_88C1	0.0	17100
Pt_UGT1	0.0	17100
Rc_GT1	0.0	17100
Sl_GT5	0.0	17100
Zm_15991	0.0	17100
Zm_43295	0.0	17100
Zm_51683	0.0	17100
Zm_62783	0.0	17100
Zm_72068	0.0	17100
Zm_85854	0.0	17100
