enzyme	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
At_74F1	0.08066094	0.07811896	0.20298238	0.052944846	-0.050298132	-0.005883359	0.085357286	-0.19529234	-0.062826104	-0.096601516	0.006646066	0.0037326105	-0.11681127	-0.2539863	-0.013867432	0.08153361	0.019551476	-0.020621851	-0.18370304	0.04497425	-0.1358459	0.12328061	0.024055792	-0.050849356	-0.05825084	-0.053783853	-0.11899351	0.08306685	-0.045095533	0.09304343	-0.06509004	0.08282445	-0.0002625957	0.076262474	0.03681468	0.038954612	0.033562727	-0.14767587	0.062174	0.24797498	0.05716386	-0.030244647	0.04121032	0.04411991	-0.02856322	-0.038291935	0.045077294	-0.11802067	-0.1299298	-0.022427715	0.176826	-0.0014079534	-0.040381934	0.05649731	0.096430734	-0.025251625	-0.044567935	-0.03500074	-0.027322492	0.019582625	-0.023247408	-0.10203677	0.11265084	-0.05776398	0.015419373	0.010713638	0.09262248	-0.008490846	-0.06694268	-0.05951129	-0.11330542	-0.026090879	-0.042384755	-0.20635074	0.16349445	0.03089571	-0.11395885	0.0003212965	-0.043331333	-0.00123902	-0.0076012895	-0.07906723	0.030871745	0.06986833	-0.006103048	-0.0607051	-0.008915542	0.10878918	0.027175266	-0.09412597	0.05775182	0.23190996	0.07423365	0.0057096416	-0.027889058	0.046598732	-0.0069694393	0.08017598	0.110495284	0.14395438	-0.075301304	0.039915144	-0.10122712	0.06448837	0.0022724802	-0.046531554	-0.14533912	-0.052484393	0.11517439	0.10724594	-0.09602749	-0.11805242	-0.035997484	-0.03836351	0.012911271	-0.14711417	-0.05013813	0.03300501	0.036150508	0.022641905	0.03706082	0.09156938	0.026457604	-0.18923646	0.12521681	0.01924162	0.090090856	-0.02842488
At_74F2	0.076289095	0.083986856	0.2013816	0.050149914	-0.050879188	-0.0011626473	0.0918315	-0.19473855	-0.06936351	-0.0975211	0.007900912	0.006900695	-0.1269291	-0.25678384	-0.020697303	0.075327374	0.019843176	-0.022535853	-0.1789151	0.04728293	-0.13332652	0.12844948	0.021606497	-0.04664883	-0.05629899	-0.058973305	-0.12124135	0.090117395	-0.046094917	0.09083662	-0.06660709	0.080364265	-0.002036644	0.08321401	0.036241263	0.038981702	0.03189194	-0.14575587	0.06333354	0.24932058	0.060304705	-0.034709964	0.047390286	0.0455366	-0.022387264	-0.037485644	0.038605273	-0.116992705	-0.12736508	-0.0268621	0.17415605	0.0042541563	-0.035779208	0.053246457	0.09420228	-0.027235813	-0.04001008	-0.037392177	-0.03149861	0.020458953	-0.020494733	-0.103943385	0.10836645	-0.055067297	0.02050078	0.011971272	0.09639707	-0.0079433145	-0.072284944	-0.054404937	-0.11436278	-0.02912836	-0.042512476	-0.21112128	0.15965475	0.032611206	-0.11039382	-0.0030136872	-0.04567976	-0.0019888773	-0.0039442163	-0.07574386	0.029153353	0.07009073	-0.008868491	-0.06014797	-0.006074788	0.10481828	0.024309056	-0.09109541	0.056861445	0.22653532	0.0756757	0.008031449	-0.026240963	0.047073156	-0.00379748	0.07792148	0.1121422	0.1481549	-0.083302245	0.04266263	-0.10223536	0.062694475	-0.00025767062	-0.044299215	-0.1477722	-0.04992963	0.11119371	0.103315614	-0.10518638	-0.11707933	-0.03492142	-0.034267105	0.011692715	-0.1449906	-0.04536633	0.03836873	0.04146032	0.029459868	0.03744812	0.09584096	0.024598137	-0.18222715	0.12322584	0.019534241	0.091039374	-0.021132458
At_75B1	0.07608823	0.051929146	0.16549459	0.033820555	-0.058643654	-0.004277971	0.08048625	-0.18921617	-0.07184131	-0.120382756	0.033483893	-0.026057497	-0.08368161	-0.26417017	0.009053974	0.09654039	-0.0036645497	-0.055721916	-0.19045271	0.07487363	-0.10350653	0.08598092	0.031614035	-0.07963593	-0.025892107	-0.029806556	-0.10210294	0.048843388	0.022999633	0.10436235	-0.018399566	0.09670562	0.02738238	0.05748035	0.031241065	0.054664332	0.0027226938	-0.1070933	0.05616858	0.24861322	0.0078004426	-0.0043601557	0.05110142	0.013492827	-0.058962084	-0.041209497	0.06653426	-0.14885786	-0.14151767	-0.021415282	0.15533265	-0.03398996	-0.055591244	0.05958401	0.11040015	-0.008414155	-0.020642454	-0.02255928	-0.020465555	0.036907073	-0.009365718	-0.07797987	0.09748194	-0.092377745	-0.0043369364	-0.024738504	0.09698652	0.008332587	-0.038970277	-0.05890997	-0.10104322	-0.033507235	-0.030692035	-0.24570051	0.1962818	0.032471094	-0.12935859	0.012585478	-0.04849099	0.02610131	-0.010829747	-0.08418869	-0.012463556	0.061839785	0.037311975	-0.058099184	-0.0062872884	0.0910535	0.01975383	-0.06938058	0.06497614	0.24750641	0.05481985	-0.0043483623	-0.04025748	0.093403414	-0.040227756	0.07597176	0.10309246	0.15157361	-0.09066585	0.00561819	-0.12879784	0.083860606	0.033168305	-0.015793765	-0.1286352	-0.009569034	0.14572954	0.093216635	-0.08467246	-0.12013487	-0.0472199	-0.0015701604	-0.01574806	-0.11111873	-0.03400689	-0.0014284385	0.037146527	0.013416809	0.03555958	0.09642804	0.06726438	-0.1748803	0.12855121	0.013978693	0.110615425	-0.05344726
At_75D1	0.06248178	0.0477734	0.18280925	0.013302229	-0.041329604	-0.010829772	0.084453404	-0.15468423	-0.024581205	-0.14907703	0.07845842	-0.029837225	-0.052778628	-0.2712766	0.03507983	0.08088073	0.0041109184	-0.08114222	-0.15812425	0.00972593	-0.104436725	0.0942648	0.052584853	-0.09330185	-0.052975323	0.04140382	-0.13399145	0.021837592	0.024014005	0.084164485	-0.028698219	0.121082194	0.057323623	0.08631398	-0.004542219	0.0773087	0.0048357164	-0.13298985	0.04632244	0.23813584	0.012789659	0.0064388155	0.028604943	-0.03732154	-0.10938582	-0.01717412	0.059287164	-0.12808378	-0.103298575	-0.035012126	0.17364198	-0.049209382	-0.049962625	0.0710296	0.13279606	0.028060164	-0.048366256	-0.009747159	0.0009619488	0.014930025	0.040611193	-0.10092726	0.1077473	-0.066166624	-0.020410923	-0.035653535	0.066265844	0.008417401	-0.05201718	-0.049307942	-0.062249336	-0.058289815	-0.016399967	-0.20172116	0.19109662	0.019192584	-0.105234005	0.03311553	-0.00682948	0.0112859905	-0.03468145	-0.11443217	0.010635503	0.058106963	0.018419355	-0.04152161	-0.0036922428	0.09720678	0.02372773	-0.106062	0.080286644	0.2360412	0.037605416	-0.009392613	-0.027022546	0.06773137	-0.030776296	0.09410069	0.10956484	0.13179831	-0.08006776	0.004527176	-0.102753416	0.0886718	0.032810487	-0.04799802	-0.09940653	-0.02551943	0.17073222	0.08744892	-0.08184552	-0.15597895	-0.057268597	-0.0026912494	0.01765173	-0.11179435	-0.081201516	-0.051072	0.055383403	0.014288706	0.03931488	0.06250289	0.062040795	-0.19236588	0.14326823	0.052251026	0.11120018	-0.017870268
At_76C4	0.0692859	0.062405318	0.18602888	0.039955948	-0.046663206	0.0064731017	0.06725648	-0.18020272	-0.072568245	-0.10772661	0.0005436114	-0.0013897815	-0.111746706	-0.24035625	-0.011427419	0.094781116	0.023977946	-0.022355964	-0.195797	0.037599448	-0.13053864	0.112986624	0.032879103	-0.045793436	-0.05562649	-0.049748752	-0.09562946	0.07590772	-0.045776512	0.091091976	-0.07638109	0.08639172	0.014855223	0.077462174	0.02506855	0.04886664	0.0323095	-0.13134079	0.045275595	0.24617173	0.053935185	-0.01424547	0.04112482	0.04782003	-0.05104159	-0.028861824	0.040114023	-0.1173086	-0.14093818	-0.02732702	0.17859465	-0.016784722	-0.043886106	0.06986767	0.10004781	-0.023931378	-0.042831287	-0.020195158	-0.014961952	0.011608601	-0.027089374	-0.10912413	0.10295903	-0.076134756	0.009543133	-0.0015325901	0.11288677	-0.014937558	-0.058424607	-0.060954843	-0.13116963	-0.0074443053	-0.045593653	-0.21788302	0.17278884	0.029509708	-0.1250569	-0.0109446645	-0.05865932	0.021510959	0.011073028	-0.06984712	0.033442535	0.07285733	0.007598199	-0.058774486	-0.025492856	0.10560296	0.032542616	-0.09577373	0.053107906	0.23371549	0.07670914	0.0012289414	-0.028792512	0.058155265	-0.01921854	0.09822392	0.1111778	0.14130144	-0.07722728	0.05096619	-0.11878477	0.050397325	0.0033747111	-0.050941862	-0.14745511	-0.03646268	0.12619148	0.11069008	-0.08955526	-0.113230854	-0.03886608	-0.03026438	0.007664171	-0.13772014	-0.04169598	0.027500818	0.030862074	0.026623635	0.037958555	0.0852478	0.01748874	-0.19252974	0.12553968	0.02443643	0.10176033	-0.034726918
At_76E1	0.06724634	0.08421295	0.19044518	0.03348331	-0.059232067	0.010324416	0.0696004	-0.19075412	-0.065410204	-0.11276363	0.005295569	0.001032564	-0.1241271	-0.25112137	-0.018600272	0.08440408	0.013204335	-0.020850407	-0.18400793	0.042806473	-0.1273791	0.12833847	0.03287468	-0.05253617	-0.055969007	-0.053413674	-0.103973575	0.09652942	-0.052139394	0.07133833	-0.06634671	0.08158554	0.014400799	0.081437	0.018174978	0.045406915	0.029027417	-0.12849228	0.0317942	0.24736695	0.054930743	-0.025572719	0.0459265	0.046130937	-0.049667764	-0.022560889	0.030060489	-0.121518925	-0.14017422	-0.025967812	0.1827246	-0.021632317	-0.03357041	0.05603099	0.09704142	-0.015792541	-0.04387285	-0.032450367	-0.02271619	0.018954478	-0.0240159	-0.104269944	0.10431246	-0.06957943	0.006594747	0.0076837074	0.102879815	-0.01462127	-0.06650175	-0.05929367	-0.118516065	-0.021730911	-0.04361602	-0.21931556	0.17287979	0.036420397	-0.122140326	-0.011292911	-0.054221064	0.01287621	-0.0043064873	-0.07684021	0.02250305	0.06989501	-0.009279948	-0.06476808	-0.016996074	0.110669546	0.023005174	-0.09665688	0.048829302	0.22885107	0.081712976	0.003807489	-0.030607766	0.051424205	-0.0038288415	0.09631555	0.121711046	0.13745661	-0.08550563	0.055291675	-0.11294792	0.05417054	0.0031935356	-0.043873157	-0.13908747	-0.034917053	0.12239466	0.095783375	-0.10108061	-0.11128208	-0.03704853	-0.03407388	0.0037306268	-0.13830374	-0.041540366	0.030613909	0.038845304	0.025488013	0.041772705	0.08424275	0.020145822	-0.1891166	0.12420467	0.017093075	0.09516782	-0.023096722
At_76E11	0.07132883	0.06913755	0.18447459	0.02788587	-0.053763367	0.0073530157	0.05775944	-0.18423377	-0.06585696	-0.11319235	-0.0034183026	-0.0034638892	-0.1182931	-0.23997463	-0.020713229	0.09332892	0.02038547	-0.024232693	-0.19470467	0.043998186	-0.13626385	0.113195494	0.03676378	-0.048107304	-0.05995419	-0.057450254	-0.100488335	0.081954435	-0.045141432	0.07898315	-0.07971462	0.080362	0.016910708	0.06957561	0.008807735	0.054784786	0.03286632	-0.13219188	0.032660402	0.24402343	0.051366355	-0.023496551	0.04448067	0.04639894	-0.05601446	-0.024235839	0.027322553	-0.122220986	-0.14323267	-0.028616719	0.19379336	-0.026207142	-0.03768812	0.063653365	0.099411845	-0.01478348	-0.04412118	-0.023992136	-0.0114269545	0.011634351	-0.029293418	-0.108972594	0.10411453	-0.071680024	0.0044990713	0.0095921	0.114371575	-0.014770707	-0.06672031	-0.056130506	-0.12755835	-0.01586918	-0.050338205	-0.21880303	0.17426714	0.029682921	-0.12334126	-0.010309969	-0.057520323	0.017400589	0.010575234	-0.07222895	0.021157013	0.067094825	-0.0028585442	-0.05810153	-0.027689477	0.11542191	0.023337621	-0.09487144	0.050693646	0.23106228	0.07826577	0.0012341279	-0.03411798	0.05928733	-0.0046534957	0.102051586	0.11336653	0.13536099	-0.081236355	0.05472302	-0.11670297	0.055750936	0.005482434	-0.05160198	-0.14037085	-0.03272926	0.13300742	0.098942176	-0.09324433	-0.109207705	-0.03367952	-0.035068333	0.007828394	-0.13174681	-0.04500423	0.030646414	0.032347348	0.027271066	0.043077175	0.087287575	0.017094292	-0.18289326	0.12956038	0.027093535	0.08957317	-0.027753303
At_76E12	0.06665744	0.06267319	0.17187497	0.02595694	-0.056379046	0.0033391288	0.06096108	-0.18772945	-0.0642833	-0.12775134	0.010552292	-0.014935409	-0.10556844	-0.2492395	-0.006140142	0.09831313	0.012704541	-0.03796743	-0.19800766	0.048250265	-0.13111162	0.10723685	0.03606749	-0.051680908	-0.050919566	-0.050755244	-0.099081025	0.07864792	-0.02515682	0.090161204	-0.070693284	0.085521586	0.025767785	0.0702947	0.0050592883	0.059613347	0.023298983	-0.117207654	0.029973721	0.24386267	0.042113684	-0.020300966	0.050689775	0.032701094	-0.06622618	-0.019679438	0.03533931	-0.13039008	-0.14263897	-0.023628566	0.18284085	-0.030763313	-0.040134527	0.062685736	0.10129099	-0.006375654	-0.04143227	-0.016810644	-0.011871256	0.017133921	-0.01966315	-0.11082687	0.101127684	-0.08364562	0.004749705	-0.0013541874	0.117008284	-0.009699181	-0.058982965	-0.057423126	-0.12651587	-0.015122458	-0.04965845	-0.22950003	0.18125178	0.029507363	-0.12540346	-0.00056645815	-0.054388635	0.025171053	0.010732187	-0.07466838	0.009856735	0.06505407	0.0092284735	-0.055898372	-0.021326207	0.11014653	0.02675458	-0.09482493	0.05422926	0.23327288	0.07442847	-0.0018916618	-0.033247564	0.068718694	-0.015510825	0.09961775	0.10892362	0.13348226	-0.08483123	0.040773235	-0.12174027	0.061862424	0.015640628	-0.047171377	-0.14101969	-0.020769289	0.13866952	0.097286716	-0.09008577	-0.11185269	-0.041642927	-0.027636828	0.0086403685	-0.11961631	-0.042302772	0.023655996	0.03820432	0.028131349	0.0448559	0.09402618	0.03204774	-0.1734811	0.13323091	0.025743464	0.09904431	-0.030759165
At_76E2	0.06517797	0.07399966	0.18118861	0.033952154	-0.057715252	0.0052453536	0.057469863	-0.19268392	-0.062194858	-0.117672324	0.0055133854	-0.011450724	-0.1121434	-0.25069487	-0.0075395727	0.09512845	0.009277721	-0.023072513	-0.1904276	0.044272132	-0.12937513	0.12132715	0.037147935	-0.047922768	-0.052987415	-0.05705738	-0.10188063	0.094477504	-0.043444112	0.08255723	-0.07292809	0.07839437	0.015270486	0.07673331	0.012401473	0.050515775	0.028777234	-0.122479476	0.025783353	0.24070227	0.05097321	-0.021408815	0.045693003	0.046403192	-0.05748665	-0.020943834	0.036127858	-0.12730443	-0.14402829	-0.01874263	0.18258598	-0.027947161	-0.033418182	0.059959073	0.09728141	-0.012452838	-0.044421848	-0.02355021	-0.018446144	0.02012679	-0.021871164	-0.108236216	0.11036872	-0.07419212	0.0025412925	0.0064137722	0.10789326	-0.013007519	-0.058042105	-0.063885525	-0.12809578	-0.007996325	-0.048442688	-0.22207664	0.17467338	0.03545433	-0.12574443	-0.006350524	-0.05292083	0.01905249	0.0016131329	-0.07304336	0.016098322	0.068588465	0.0023263406	-0.06914238	-0.016093193	0.111400425	0.026003577	-0.10112801	0.048842963	0.2301143	0.07918248	8.534962e-05	-0.03168953	0.05768554	-0.004855382	0.09811638	0.11660692	0.13106602	-0.07432849	0.049119152	-0.115660265	0.053455073	0.007800639	-0.045590587	-0.14576146	-0.03222204	0.12679717	0.100826345	-0.09469202	-0.1119535	-0.046912163	-0.037679013	0.012924799	-0.13206798	-0.045099873	0.031845503	0.034528352	0.024307996	0.045833845	0.08742715	0.025888529	-0.18110712	0.12964652	0.017601226	0.096827395	-0.026756756
At_76E4	0.0713691	0.072829634	0.18546928	0.03443892	-0.053254392	0.008448832	0.054674715	-0.18502776	-0.07593131	-0.105907485	0.0010486181	0.0001397353	-0.12079329	-0.24220419	-0.018760048	0.084490396	0.010311024	-0.017110556	-0.19662192	0.049434137	-0.13001561	0.112536564	0.039249025	-0.043673605	-0.06230702	-0.06237135	-0.10005977	0.09079626	-0.044533495	0.08431307	-0.07639171	0.07075034	0.0101131955	0.077787705	0.014507708	0.043602675	0.037429255	-0.124974765	0.029329041	0.24769539	0.04935331	-0.011595533	0.04621718	0.055059753	-0.0437136	-0.02470639	0.038036857	-0.12508902	-0.13998134	-0.028654367	0.18553275	-0.02109313	-0.034560993	0.06638168	0.08847114	-0.024085017	-0.04331036	-0.021678982	-0.019826457	0.012055576	-0.024325104	-0.10487052	0.11312104	-0.07122954	0.005275074	0.008216656	0.112339005	-0.020205783	-0.05621268	-0.06442391	-0.13092329	-0.009127572	-0.048336543	-0.22097294	0.17474195	0.035175554	-0.12198166	-0.014025693	-0.059206307	0.011942474	0.0042246645	-0.07131467	0.023165029	0.08077945	0.0009604363	-0.065069094	-0.021132529	0.1161588	0.029412018	-0.09363379	0.041780293	0.23407978	0.081798315	0.002493894	-0.04051933	0.060406175	-0.0025225247	0.08998913	0.120887555	0.13677175	-0.08059188	0.050755415	-0.118858606	0.051258177	-0.003898875	-0.040278964	-0.1490309	-0.036949553	0.119459085	0.10461943	-0.098894715	-0.11259391	-0.032468356	-0.036514208	0.0041328524	-0.13657427	-0.044137172	0.031234292	0.030158445	0.024576629	0.038161363	0.08429482	0.017701088	-0.18212515	0.12043855	0.0158903	0.09089846	-0.025991837
At_76E5	0.066490605	0.08096634	0.18677102	0.0386961	-0.058024094	0.004606813	0.06401517	-0.18896744	-0.06556595	-0.103673235	0.012084772	-0.0017609295	-0.12285264	-0.25702238	-0.006648282	0.08453639	0.013218001	-0.025153719	-0.18325396	0.03577971	-0.12584038	0.12826142	0.038448025	-0.04871399	-0.063817315	-0.051914755	-0.11294734	0.09453401	-0.04094842	0.0790554	-0.072502114	0.0816003	0.010044524	0.07945827	0.01639186	0.046202194	0.040318422	-0.13018335	0.037281506	0.24658838	0.05443272	-0.028696984	0.044534616	0.04486001	-0.037481576	-0.02469045	0.039291404	-0.122195885	-0.1350225	-0.023352291	0.18704416	-0.014199924	-0.031895436	0.054877825	0.08727271	-0.023345014	-0.049899653	-0.026057418	-0.019155355	0.010963872	-0.01886101	-0.109957546	0.11949701	-0.06471786	0.019533483	0.0048147053	0.10400814	-0.007461214	-0.062134106	-0.065357156	-0.11755752	-0.020723274	-0.051410776	-0.21554127	0.17456709	0.03933687	-0.10944462	-0.003333597	-0.048766654	0.007808387	-0.007038443	-0.07985614	0.021717995	0.07561912	-0.008241562	-0.069216184	-0.013254367	0.113288105	0.027792862	-0.10565535	0.05374411	0.22735961	0.07702794	0.0004965805	-0.030375507	0.053722844	0.0038921454	0.09084984	0.11963604	0.13554448	-0.07671931	0.047161438	-0.109846845	0.06431669	-0.0030252857	-0.045725457	-0.15361717	-0.045905568	0.119116314	0.096588485	-0.09909565	-0.113445304	-0.036688946	-0.040563982	0.0111342	-0.13412717	-0.04610937	0.031628273	0.037519693	0.029999945	0.039093785	0.090250954	0.023012582	-0.1851368	0.12214613	0.013360746	0.08799489	-0.010930101
At_78D1	0.06599218	0.049085926	0.1957928	0.020555932	-0.03424102	0.00037716364	0.05390881	-0.14325167	-0.056863632	-0.1193904	0.041954014	-0.019366521	-0.07173692	-0.24727032	0.018716922	0.06772616	0.016035574	-0.05474463	-0.16934805	-0.00396192	-0.13449198	0.101253614	0.057648223	-0.053505648	-0.065469034	0.0021428182	-0.121344335	0.055831563	0.0023226715	0.09241269	-0.08415925	0.09130828	0.023874968	0.103303164	0.014332258	0.06899968	0.04130845	-0.13921289	0.03936519	0.26153854	0.03661807	0.027524412	0.01908784	0.013486256	-0.07855053	-0.014720255	0.06047907	-0.10870241	-0.11398804	-0.050073225	0.18588081	-0.028812394	-0.040777992	0.07881786	0.11447975	-0.0008858048	-0.04778301	0.011385168	0.014857188	0.020253928	0.0238523	-0.1243014	0.11839751	-0.06936075	-0.026133776	-0.006815758	0.09160619	-0.009919741	-0.05660621	-0.0622624	-0.11478159	-0.0028703671	-0.028156105	-0.22054236	0.16591585	0.027774759	-0.12500669	-0.0126628075	-0.039175175	0.014240515	-0.0015047522	-0.08032935	0.026105314	0.082953334	0.010698792	-0.044761825	-0.022742998	0.10310409	0.029116675	-0.104202256	0.056817383	0.23134872	0.06161517	-0.015061271	-0.037675153	0.06098553	-0.02259038	0.106177494	0.1177525	0.13553135	-0.0704716	0.04839725	-0.12566471	0.041603394	-0.0069243126	-0.06622812	-0.11743852	-0.042654946	0.15081443	0.1096239	-0.083370626	-0.15951931	-0.055318613	-0.016509624	0.013504875	-0.13195866	-0.063505486	-0.015342125	0.03938697	0.02152902	0.00831502	0.048620194	0.0404615	-0.19506872	0.13637887	0.036143154	0.09844904	-0.017945997
At_78D2	0.067610316	0.04685659	0.19684494	0.018955601	-0.028156528	-0.008946559	0.059264064	-0.11811587	-0.07175552	-0.1328954	0.04778752	0.0020003913	-0.07895209	-0.23451973	0.013658051	0.0502187	0.020900235	-0.07344666	-0.17717543	0.014608541	-0.14453804	0.074921444	0.045325566	-0.050237376	-0.086925104	0.023974113	-0.13043526	0.047963355	0.0074329535	0.09521811	-0.08734539	0.08580384	0.039643683	0.10725816	0.009962896	0.06301281	0.037185192	-0.1488926	0.039476372	0.27082646	0.020418454	0.02933611	0.03421988	-0.011953694	-0.06430688	-0.007136398	0.058113594	-0.11358982	-0.09465127	-0.06233797	0.18121673	-0.02944218	-0.039342485	0.09950799	0.0972012	0.0065182424	-0.032304905	0.005655877	0.02020626	0.025397347	0.028117552	-0.1027463	0.116919555	-0.072377406	-0.02811675	-0.020366501	0.098807074	-0.017185245	-0.051839896	-0.055075955	-0.100842856	-0.038486026	0.017989185	-0.21772555	0.18285656	0.028051035	-0.12611301	-0.028066337	-0.03782957	0.019322041	0.0017889927	-0.080905825	0.03321182	0.1137016	0.002225877	-0.02220846	-0.018611014	0.118904985	0.028808137	-0.091761805	0.05531319	0.23909038	0.06411204	-0.036399182	-0.04771637	0.07423087	-0.032189347	0.08512896	0.120669656	0.13045141	-0.10754697	0.057725616	-0.14782314	0.033866756	-0.016766626	-0.054616094	-0.09293499	-0.034486223	0.13676488	0.104163274	-0.09486711	-0.16328126	-0.0321224	-0.0146262655	-0.005792268	-0.120488204	-0.059925612	-0.027916951	0.03251939	0.0141155915	0.00072051777	0.03202359	0.039112225	-0.18820901	0.13562737	0.025431199	0.07786641	-0.01496475
At_84A1	0.03631504	0.06659214	0.16530415	-0.004936856	-0.08190414	-0.016552016	0.06340919	-0.16538714	-0.064966194	-0.12357976	0.093458734	-0.034773897	-0.09714389	-0.29586095	0.030421933	0.08823023	0.016219068	-0.06194757	-0.1473763	0.0013792393	-0.07992262	0.1264723	0.047919597	-0.07230802	-0.042529806	0.023633199	-0.13555749	0.062582046	0.03546418	0.06277609	-0.04632687	0.086846165	0.045518443	0.10612624	-0.012028273	0.063021526	0.026283814	-0.117215306	0.020698791	0.23695162	0.0040741195	-0.02865542	0.030298034	-0.013496574	-0.066934794	0.0075925803	0.056515463	-0.121064074	-0.12221057	-0.018035108	0.18719935	-0.05892565	-0.03426423	0.047945064	0.10324002	0.011265039	-0.038506128	-0.019828089	0.016110497	0.009246105	0.03574379	-0.10751699	0.09520662	-0.07232212	-0.011209219	-0.04689616	0.10610353	0.026479596	-0.04949003	-0.06684097	-0.075421356	-0.045335826	-0.02688088	-0.20778772	0.20328604	0.06123032	-0.12461116	0.04104899	-0.03248986	0.013887937	-0.014130411	-0.11459847	-0.028584091	0.055343863	0.029060898	-0.07900027	0.009041061	0.090485014	0.023418242	-0.12491196	0.045554336	0.20200044	0.02848618	-0.037446793	-0.040279947	0.07468567	0.0031546496	0.10444831	0.13778453	0.14156465	-0.082492515	0.024823578	-0.1375838	0.080112234	0.030696247	-0.043450687	-0.12024382	-0.04539917	0.16598918	0.0717379	-0.08411092	-0.12799722	-0.072013795	0.0145167215	0.015302803	-0.07992507	-0.037739858	-0.021165006	0.05329428	0.021147028	0.019783983	0.07379094	0.06464374	-0.17455639	0.13237952	0.03547261	0.12593718	0.0077499016
At_84A2	0.023296596	0.090097845	0.1832512	0.019437896	-0.08658634	-0.034732483	0.08987062	-0.1767761	-0.045482084	-0.090052545	0.11014292	-0.018082755	-0.115247376	-0.3088383	0.041561652	0.077650025	0.030703083	-0.056001607	-0.12069206	-0.040149193	-0.07796398	0.15379706	0.0454846	-0.047015093	-0.056335635	0.030805767	-0.17431179	0.097103134	0.023573862	0.059235677	-0.049722623	0.08466075	0.026904397	0.13152583	-0.0021692598	0.054025706	0.04258969	-0.14553505	0.044877995	0.22166018	0.01857335	-0.05422767	0.02325143	-0.014139652	-0.030658172	0.005701624	0.06299114	-0.09597291	-0.091063164	-0.0067846123	0.18887995	-0.02079976	-0.029652169	0.028476713	0.09390233	0.0044794916	-0.057972	-0.027071042	0.006702068	-0.007516478	0.061104234	-0.119938515	0.11544884	-0.038692318	0.019891163	-0.044127144	0.08881609	0.049899183	-0.059080806	-0.073014826	-0.042379286	-0.05980278	-0.041786306	-0.16199051	0.17144181	0.0748749	-0.09397994	0.06966727	0.00087387953	-0.016186493	-0.034502383	-0.13866796	-0.006459453	0.061713383	-0.0031009966	-0.0946608	0.040801514	0.08876638	0.0345002	-0.16470335	0.055408698	0.17503116	0.026010154	-0.034212798	-0.019494558	0.03679583	0.025096195	0.08905414	0.13036571	0.13420172	-0.056904513	0.02513757	-0.100988954	0.08829078	0.016907081	-0.059422933	-0.14302444	-0.08136143	0.13843071	0.07832654	-0.09626196	-0.12798144	-0.078537785	-0.0056703566	0.04735666	-0.091899976	-0.056491088	-0.0049097086	0.07184576	0.031516805	0.025254942	0.08436376	0.05611281	-0.16746879	0.11524709	0.03162978	0.109094135	0.045923486
At_84A3	0.045278005	0.08668352	0.18372583	0.015503744	-0.0683043	-0.013853164	0.07610616	-0.17475006	-0.06759276	-0.124477684	0.06082038	-0.014507585	-0.12324471	-0.2875773	0.0064276336	0.0810397	0.015699828	-0.055004172	-0.15455848	0.029918581	-0.10557429	0.13628171	0.03539887	-0.05592921	-0.047999408	-0.009893888	-0.12915978	0.089764774	-0.0026069812	0.074916385	-0.0584517	0.08830119	0.03412819	0.11764713	0.0033387959	0.050675046	0.020604474	-0.13303758	0.029796315	0.25155774	0.026724786	-0.03498838	0.048912626	0.009778946	-0.04653747	0.012135079	0.044120807	-0.11752437	-0.11892308	-0.011675732	0.18294545	-0.035692956	-0.033029623	0.057372134	0.10264377	0.005486303	-0.025892127	-0.032393485	-0.007322335	0.033958778	0.015236402	-0.0975555	0.09948497	-0.067109026	-0.005469288	-0.019864101	0.10261223	0.0049390406	-0.066517964	-0.051950194	-0.09179796	-0.04996297	-0.011935881	-0.2182658	0.1851828	0.05808714	-0.13172346	0.017887792	-0.041152976	0.008973338	-0.0058674472	-0.10001476	-0.009033415	0.074779175	0.0075100223	-0.065781265	0.009964944	0.10447776	0.005091537	-0.11270462	0.04093769	0.21238688	0.050742205	-0.027656961	-0.02999539	0.069601975	0.0019122403	0.08362958	0.13092722	0.14103833	-0.098543644	0.042957872	-0.13451171	0.057057086	0.008443215	-0.042473238	-0.12492833	-0.033439577	0.13392833	0.08258342	-0.104060285	-0.120429896	-0.05751719	0.0041049896	0.008394748	-0.104457274	-0.036172304	-0.0044058845	0.054618333	0.021640316	0.020454112	0.082862854	0.0498268	-0.17333321	0.13393158	0.021423332	0.103329726	-0.002650836
