enzyme	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
At_75B1	0.07672022	0.020272823	0.12173486	0.1269402	-0.006144405	-0.018425863	0.21171656	-0.16678709	-0.06847196	-0.03393991	0.089501	-0.028017873	-0.010400814	-0.25186378	0.05669044	-0.018029392	-0.061882593	-0.026880357	-0.03502017	0.054981768	-0.011056961	0.12875134	-0.051767018	-0.019938832	0.05854431	-0.12341678	-0.08991443	0.04961274	0.047345493	0.22751796	0.031266168	0.02890927	-0.1470298	0.110078275	0.10777464	-0.08114426	0.013888143	-0.016674077	0.1903009	0.12291216	0.09921771	0.0138909705	0.06396083	0.03961327	0.055213932	-0.12434525	0.08479682	-0.06025238	-0.004732735	0.019847132	-0.07588109	0.15575165	0.018155944	-0.041195523	0.03993307	-0.07593331	-0.010187961	0.02283608	-0.16179451	-0.016537374	0.071088895	-0.12252829	0.047101326	-0.015733976	0.10394882	-0.009143872	-0.009936645	-0.012284249	-0.04457435	-0.04644115	-0.096760266	0.08007269	-0.11959967	-0.12111753	-0.026619026	0.014630345	0.056881323	0.09219239	0.019198062	-0.06991695	-0.075454295	-0.029676352	0.029146442	-0.034058724	0.10257959	-0.056342147	0.09097463	-0.09424507	0.09145488	0.0028279382	0.034156658	0.07746151	0.021294735	0.11166494	0.002386674	0.0021276933	-0.08128745	-0.070897706	0.032920897	0.17705315	0.03550019	-0.16252841	0.0753311	0.08848153	0.02181777	0.01696632	-0.18848304	-0.11842959	-0.019491553	0.10200419	-0.092951015	-0.08962053	-0.04620702	0.03538855	0.08043324	-0.13262078	-0.051516555	0.05000201	0.10415255	0.08542965	0.042448685	0.17027178	0.12562981	-0.05746463	0.057213053	0.035490055	0.20469953	-0.017690007
At_75D1	0.08029146	-0.05934263	0.05130293	0.07026525	0.043008227	0.02927334	0.17785707	-0.03647411	-0.010935496	-0.05842452	0.106272206	-0.07871455	0.083999455	-0.18902008	0.033166505	-0.0056441952	-0.00419073	-0.14639293	-0.03318924	0.030919481	-0.0032027354	0.009262938	0.006170838	0.031005103	0.037484292	-0.110101454	-0.12480252	-0.03304586	0.13217813	0.31785524	0.021389734	0.032074224	-0.119789824	0.04189096	0.060651418	0.006063253	-0.115983084	-0.0043053245	0.270559	0.064890526	0.04380158	0.024510335	0.011839506	-0.105156586	0.03050723	-0.106658354	0.020834489	-0.0006811276	0.08139593	0.032757983	-0.08663355	0.12507392	0.018966591	-0.043639645	0.009165899	-0.01712459	-0.022979254	0.08344081	-0.08433081	-0.0066379947	0.06399938	-0.107592255	0.060188692	0.022517828	0.12941475	-0.010343191	0.0024974577	0.00789741	-0.020597903	0.070671305	-0.15800102	0.08268387	-0.067880295	-0.1211282	-0.034381192	-0.046805155	0.10119749	0.12592465	0.018199317	-0.050713144	0.0066208676	0.016244669	-0.011230385	-0.009782517	0.113216706	0.01232578	0.054030523	-0.1458588	-0.0062371027	0.084389985	0.12239018	0.06711843	0.012984683	0.0986128	-0.047308575	0.06031522	-0.049281154	-0.055285312	-0.020845193	0.18359219	0.06885733	-0.22775629	0.0909162	0.11915955	0.041244354	0.0027948206	-0.15616998	-0.04019704	0.026782865	0.12300959	-0.00091353036	-0.08846412	-0.03344403	0.047592092	0.08856887	-0.013072185	-0.07244485	0.06073554	0.036597744	0.08254061	0.00043696509	0.19738282	0.17690581	0.06790334	0.0444581	0.081919566	0.18138465	0.03206061
At_76C4	0.12818699	0.008478958	0.07101339	0.10479719	0.013002506	0.016041916	0.18948685	-0.12221896	-0.04569807	-0.073516056	0.036192253	-0.020787368	-0.016836645	-0.24034986	0.019097231	0.00043104374	-0.054858744	-0.06654434	-0.098216064	0.0948683	-0.04971044	0.06472718	-0.019565588	-0.029902069	0.014849502	-0.14940776	-0.11127311	0.016814146	0.042904593	0.2658827	-0.018968062	0.05525291	-0.13559607	0.0615551	0.07815225	-0.036860812	-0.03450914	-0.017240487	0.1810364	0.1412702	0.07517519	-0.011202865	0.09393482	-0.0027964248	0.05191993	-0.122141235	0.04734888	-0.09554601	-0.02056342	-0.0227265	-0.037845336	0.14386925	0.023944302	-0.054234903	0.0061103874	-0.06561169	-0.03803103	0.05130215	-0.12341451	-0.05025821	0.030274136	-0.1277651	0.085826464	0.012859007	0.12995689	0.008894445	0.061875753	0.0016526077	-0.013599789	-0.017829528	-0.12068091	0.08600356	-0.162611	-0.17434828	-0.0022948221	0.005537457	0.102302246	0.058894955	0.020560758	-0.045081206	-0.030156339	-0.02839206	0.040125735	0.003120131	0.07696371	-0.03670207	0.040911056	-0.07742277	0.058716875	0.05354991	0.088962905	0.13043338	0.062844455	0.13612846	-0.029194776	0.06573671	-0.045803018	-0.061167125	0.0221387	0.16491514	0.026015518	-0.14804484	0.07488918	0.10597399	-0.015012522	-0.0015328915	-0.24228056	-0.057717312	0.010255952	0.08208594	-0.093465954	-0.07087142	0.004220601	0.0022683714	0.04696902	-0.12384607	-0.07805702	0.0735904	0.103403576	0.066929154	0.074016206	0.24551827	0.075940564	-0.006449488	0.065391324	0.05096188	0.15939683	0.027798986
At_76E1	0.11911694	0.011984542	0.09006762	0.10773433	0.01575496	0.010384472	0.21793665	-0.1411143	-0.053175427	-0.06652646	0.028012915	-0.026851157	-0.037907742	-0.2333533	-0.0010774657	0.0020071461	-0.04142442	-0.057572663	-0.1027212	0.0937685	-0.07277871	0.076307185	-0.04825203	0.0030149824	0.01100798	-0.16937621	-0.13394876	0.053387262	0.024674295	0.25975537	-0.03868879	0.04652453	-0.14146726	0.074859396	0.098654404	-0.02272847	-0.041532233	-0.030825358	0.18221426	0.14898972	0.08345961	-0.029724445	0.09729081	0.0027000608	0.077739075	-0.112882726	0.04247501	-0.08222877	-0.023844564	-0.022680666	-0.03961696	0.15097675	0.034038756	-0.052372456	0.0004556789	-0.05619541	-0.036979638	0.031996727	-0.12537786	-0.019486777	0.03762805	-0.12517388	0.07811696	0.014900403	0.1443781	0.02714615	0.05835399	0.007430213	-0.028416652	-0.0055261864	-0.12434658	0.08053282	-0.14582704	-0.1727662	-0.01436418	-0.0007604372	0.08063368	0.04560975	0.025534246	-0.039891325	-0.004225343	-0.020401645	0.041333888	0.018199269	0.046896722	-0.03157235	0.06186784	-0.0637778	0.057282664	0.053863216	0.08851489	0.12240703	0.073131785	0.121028915	-0.015781764	0.048335396	-0.045993287	-0.056817595	0.019325621	0.16625851	0.011323674	-0.10959202	0.058418315	0.09354902	-0.0077853585	-0.012307677	-0.21991384	-0.053545754	-0.0048763677	0.09625884	-0.10091321	-0.07320265	-0.0153155085	-0.022088058	0.06491464	-0.1270499	-0.076346084	0.11543778	0.10590476	0.0625945	0.07323811	0.24383052	0.072368346	0.009461119	0.072732076	0.030222006	0.14067829	0.027759722
At_76E11	0.123796225	0.011867724	0.07153342	0.11609588	0.015042865	0.0048095975	0.19288	-0.14287624	-0.044830937	-0.06796239	0.006594773	-0.01891144	-0.03537621	-0.2198069	0.002036641	0.016669517	-0.03903394	-0.07540057	-0.12538414	0.11662547	-0.08414251	0.04515095	-0.03685428	0.004109442	-0.0035939512	-0.17474261	-0.13452448	0.04331817	0.037359152	0.26784638	-0.03511348	0.049928036	-0.124847114	0.037713528	0.079865396	-0.013791856	-0.041938655	-0.037434917	0.18628141	0.13777803	0.070685506	-0.041117255	0.10693664	-0.006156589	0.0774589	-0.12571312	0.04050165	-0.09779824	-0.023136498	-0.018484116	-0.02345854	0.15477096	0.015211255	-0.04411115	-0.0036267461	-0.05604134	-0.03356453	0.037964944	-0.117803685	-0.029719617	0.015247635	-0.120950185	0.09396546	0.013563608	0.15099868	0.028481822	0.075974114	0.015092013	-0.01621491	-0.0049437885	-0.119667515	0.05958892	-0.14496605	-0.18081383	0.006621025	-0.002824231	0.09045353	0.05032351	0.024757043	-0.033298492	-0.0033132257	-0.017081095	0.03856483	0.02159842	0.046434622	-0.029158039	0.050546903	-0.045383565	0.049550917	0.050048105	0.11421106	0.13659497	0.074907914	0.11910314	-0.015578884	0.06609218	-0.038779493	-0.06462753	0.0033993912	0.1546771	0.0067725703	-0.12729038	0.059144657	0.111744516	-0.007239029	-0.009868016	-0.23704831	-0.03860179	-0.00021596793	0.08658678	-0.09945302	-0.06779929	0.005165631	-0.03334608	0.05950229	-0.112074725	-0.07647397	0.11084095	0.094233625	0.06416534	0.087838165	0.25667062	0.072805904	0.021562431	0.070580564	0.029367907	0.110387795	0.030565271
At_76E12	0.10654408	-0.0060264356	0.06314295	0.114366114	0.014833907	0.0034828424	0.18509577	-0.1406147	-0.04628626	-0.07041331	0.040656034	-0.03723517	0.004267728	-0.22413287	0.040376198	0.0060279965	-0.058737688	-0.08496827	-0.09951918	0.110756435	-0.06018764	0.04058727	-0.023770113	-0.019121258	0.025527636	-0.15199277	-0.12080652	0.023046242	0.0782422	0.27547058	-0.00070153474	0.044219475	-0.13030389	0.037668496	0.0784711	-0.019922324	-0.037982926	-0.014334367	0.20163153	0.125403	0.065189056	-0.018716238	0.08816198	-0.0062900293	0.054417804	-0.14599326	0.05705667	-0.11207916	-0.015324673	-0.020387033	-0.04450785	0.14801575	0.022019494	-0.052335877	0.013301946	-0.06062485	-0.028350746	0.047995836	-0.11904677	-0.024706153	0.03753741	-0.12120263	0.08509195	-0.0041463803	0.13456662	0.01652421	0.047791436	0.024451295	-0.013490042	-0.0171549	-0.12344459	0.074000575	-0.14262041	-0.18521343	-0.0015925054	-0.0044949427	0.095607765	0.06461455	0.03204942	-0.033180702	-0.025215326	-0.006111136	0.016660903	-0.011327314	0.08134202	-0.041061603	0.050269663	-0.08017922	0.06143207	0.05666042	0.111045174	0.121737875	0.054418184	0.11715734	-0.018404676	0.070643954	-0.06458436	-0.06688213	-0.014470467	0.15056598	0.021983191	-0.16382776	0.06971465	0.12782243	0.014683	0.016453033	-0.23324127	-0.05392081	0.008362642	0.08635349	-0.095956594	-0.07898098	-0.016696904	-0.021870501	0.055446044	-0.09273842	-0.06485603	0.08956731	0.09207441	0.08029564	0.07286159	0.23447621	0.10991833	0.015772436	0.0713278	0.0329163	0.13589638	0.016655885
At_76E2	0.105612785	-0.0066349297	0.12042298	0.11805116	0.011927614	-0.001849986	0.21521087	-0.14955361	-0.049923375	-0.07073914	0.033346813	-0.024653725	-0.019086989	-0.23202994	0.02365296	0.023532437	-0.034749303	-0.056458782	-0.11429426	0.0802693	-0.07358039	0.07958923	-0.06042535	0.020849008	0.0032434687	-0.16544288	-0.114529625	0.061875958	0.009985174	0.28277302	-0.03007786	0.0574137	-0.1344988	0.082496576	0.1022749	-0.0362194	-0.037770703	-0.037227474	0.19101927	0.13841398	0.091853596	-0.019293986	0.08205135	0.008377335	0.061474018	-0.108915165	0.043802947	-0.06824121	-0.025740596	0.0050525046	-0.046045303	0.14583343	0.026676735	-0.026960466	0.012104979	-0.048190083	-0.035655286	0.038937714	-0.12036263	-0.0057140775	0.030663475	-0.1189752	0.06972665	-0.008852299	0.1407671	0.012892082	0.042831875	-0.008503409	-0.022182077	-0.016666232	-0.14140202	0.09058008	-0.12079696	-0.15901811	-0.004309647	-0.006437272	0.06515059	0.06273037	0.017577246	-0.031636007	-0.012129628	-0.01736132	0.04818585	0.016956553	0.05688512	-0.037714712	0.06978297	-0.0668267	0.0714801	0.035775963	0.086551316	0.1228945	0.079768784	0.10771988	-0.0132060135	0.028551292	-0.0745954	-0.055022966	0.011602381	0.16974044	0.032882337	-0.11450162	0.06376991	0.085282035	0.016170664	-0.014390795	-0.21173555	-0.07204786	-0.014802831	0.12486267	-0.08889988	-0.07111536	-0.021922003	-0.034675136	0.08455273	-0.12435201	-0.07344522	0.115006804	0.08542595	0.053349752	0.07191353	0.22805394	0.09441334	-0.02473986	0.08102514	0.022772657	0.16103168	0.0028937978
At_76E4	0.111673385	0.012573823	0.10305174	0.111575	0.016148038	0.009462444	0.21601596	-0.12849957	-0.06708017	-0.07244854	0.023336262	-0.011608659	-0.05381255	-0.2348015	-0.008648513	0.0029559112	-0.040757243	-0.06652932	-0.11753645	0.11343718	-0.07706713	0.07071472	-0.055249307	0.019664472	-0.020149946	-0.16935027	-0.14011069	0.07464991	0.0053989836	0.26797852	-0.048801992	0.04174418	-0.13182224	0.09235997	0.09762863	-0.030195357	-0.048697926	-0.036295462	0.17444658	0.16180913	0.08191525	-0.026721599	0.10957489	-0.0013891299	0.09054807	-0.09885582	0.03329995	-0.07467879	-0.020989066	-0.019186366	-0.032426618	0.14338616	0.04280031	-0.032966547	-0.018561486	-0.04443065	-0.026743937	0.023851525	-0.13003471	-0.017321605	0.032594535	-0.11079508	0.080128	0.010567958	0.1477686	0.020047205	0.07116343	-0.011353316	-0.019546665	-0.007800483	-0.13402532	0.06978998	-0.10942656	-0.1785948	0.005446082	0.0129053295	0.06955915	0.028866142	0.02651163	-0.026430592	0.0032616456	-0.025775226	0.05833999	0.043622807	0.037410285	-0.03696358	0.06475084	-0.0546251	0.055481642	0.05806841	0.08247513	0.12531167	0.09068732	0.109238945	-0.030310532	0.05582753	-0.056984697	-0.06476017	0.034044333	0.17061098	-0.0012431217	-0.092525125	0.047838423	0.074755006	-0.012447001	-0.012617239	-0.21593603	-0.056449357	-0.021565344	0.10382483	-0.11465131	-0.06554457	-0.00504834	-0.031776983	0.060316183	-0.12465332	-0.07091721	0.1167302	0.100057386	0.048693296	0.07713085	0.23691343	0.06724024	-0.002717509	0.076780856	0.014662986	0.13840424	0.032686446
At_76E5	0.11321447	0.0060139126	0.10122355	0.10906801	0.014293588	0.010711957	0.19779234	-0.13948748	-0.055917222	-0.060588762	0.020945512	-0.026405172	-0.046377696	-0.24019466	0.0019224262	0.026838142	-0.030012442	-0.059268497	-0.11902242	0.0892253	-0.07891343	0.076021224	-0.035550833	0.010893505	-0.010517076	-0.1655355	-0.14176436	0.059700467	0.014991731	0.2647145	-0.05650147	0.050439138	-0.13533299	0.07428625	0.092562355	-0.014311504	-0.035504267	-0.050638594	0.1802539	0.15602644	0.08132652	-0.0324376	0.0878603	0.009537255	0.07672796	-0.10729385	0.042234473	-0.08213254	-0.0362033	-0.014221557	-0.008775153	0.13268757	0.033229228	-0.03400498	0.00025170844	-0.05457283	-0.04322837	0.030640867	-0.10990599	-0.025633238	0.02663701	-0.12306095	0.098525055	0.01228849	0.14613494	0.023691338	0.07271041	0.008047157	-0.02120491	-0.013812845	-0.13880038	0.083741836	-0.13925532	-0.17755453	0.008900752	0.00864006	0.06903784	0.043737177	0.024890877	-0.028666824	0.0029451565	-0.02741221	0.04873261	0.031425174	0.04585428	-0.052093595	0.054372873	-0.049303573	0.054086518	0.036537122	0.09456961	0.13380207	0.07834486	0.10456259	-0.022118336	0.055276852	-0.038673744	-0.042231318	0.027651923	0.16827084	0.02471546	-0.09610156	0.04645394	0.09429058	-0.009495379	-0.021232238	-0.2339172	-0.063912004	0.0063175755	0.11103833	-0.09886523	-0.06940504	-0.020239696	-0.04005378	0.072937824	-0.12620297	-0.08305656	0.117757276	0.08927852	0.056502044	0.0754509	0.2417127	0.06719177	-0.01065407	0.081804395	0.027317462	0.13715704	0.030530516
At_78D1	0.13485108	-0.024501871	0.06298348	0.034760304	0.0037284777	0.017846167	0.18190746	-0.046173275	-0.03487159	-0.09209438	0.121998295	-0.06302355	0.04423539	-0.25402644	0.030393807	-0.0016248121	-0.003544232	-0.11282763	-0.083865	-0.002894713	-0.008497703	0.07108537	-0.026099956	-0.0008917987	0.015077236	-0.10934863	-0.10626986	-0.04032383	0.09278972	0.2888691	-0.030142479	0.057595685	-0.1194862	0.07659011	0.051821124	-0.020727307	-0.060352236	0.018755103	0.18393521	0.14269374	0.0550187	0.0007513685	0.040543277	-0.109162234	0.027068526	-0.047740143	0.016616194	0.0003986559	0.030797727	0.0031366004	-0.05609206	0.118330106	0.024120731	-0.075429834	-0.01879639	-0.01877416	-0.04423047	0.105722316	-0.056973122	-0.047771573	0.042398814	-0.16734007	0.03691353	0.005985023	0.11294074	-0.035041474	0.074966334	-0.019439152	-0.0125263985	0.027984116	-0.15339106	0.10559363	-0.13173749	-0.14527515	0.008328518	-0.018095067	0.09174123	0.12320037	-0.02903533	-0.05990403	0.008332376	-0.027870944	-0.02070776	0.0014971581	0.10696344	0.026813107	0.029070308	-0.119177796	0.03210064	0.07036654	0.07256352	0.09399845	0.040276572	0.108898036	-0.081434734	0.05421782	-0.032084487	-0.021433206	0.06475439	0.21489105	0.041989848	-0.18033688	0.049747624	0.095136754	0.02617935	-0.056671098	-0.17695273	-0.06366893	0.060663804	0.08119341	0.0020372071	-0.092923544	-0.004086674	0.08925809	0.06566156	-0.04417496	-0.051809456	0.052073658	0.073655345	0.05776769	-0.003044443	0.23486249	0.13364002	0.009438242	0.058298536	0.08954684	0.23653719	0.0493741
At_78D2	0.099290915	-0.027171798	0.050232235	0.06500236	0.0099314945	0.005598706	0.1845882	-0.051744014	-0.01950568	-0.09807522	0.10913449	-0.05328006	0.056855075	-0.22424269	0.044543844	0.0072464873	0.008762484	-0.14403379	-0.062409338	0.016472075	-0.010503418	0.051980138	-0.02594278	0.020461785	0.03395971	-0.11299821	-0.09523691	-0.02754245	0.09775259	0.30079594	0.005059149	0.04712676	-0.10764719	0.04981196	0.03333072	-0.019737305	-0.07599402	0.008213897	0.22880529	0.088664554	0.06502769	-0.0091507565	0.05313966	-0.12121352	0.011199528	-0.08418982	-0.0047274954	0.0023368357	0.0712291	0.04229299	-0.075027995	0.14168784	0.009080127	-0.062376052	0.0010351234	-0.012826333	-0.013563961	0.092126235	-0.09001694	-0.042127315	0.037779685	-0.15134127	0.03000221	-0.0012394866	0.12733896	-0.044017743	0.053774413	-0.021721873	-0.039602757	0.048634134	-0.14846218	0.069981635	-0.093922235	-0.114696495	-0.0070050117	-0.028451903	0.098423615	0.14916518	-0.021385591	-0.050826576	-0.00067690655	-0.0063336664	-0.01415147	-0.023362374	0.11862041	0.0321024	0.04211202	-0.13299957	0.02240888	0.05032454	0.09963136	0.07361733	0.02826597	0.10536743	-0.05381353	0.04835236	-0.058340557	-0.045919877	0.015559239	0.19782002	0.040636983	-0.22067791	0.0773278	0.106840864	0.052144896	-0.03785354	-0.16552942	-0.05489534	0.037540685	0.0894508	-0.0071992013	-0.0824011	-0.0006614946	0.09191691	0.08209069	-0.02205789	-0.047687504	0.051766593	0.059738833	0.0998626	0.021619951	0.22180264	0.16653296	0.030324565	0.0529046	0.09951151	0.22055478	0.031864952
At_84A1	0.031695288	0.043469865	-0.11590976	0.12777969	0.022654269	-0.032687683	0.05081682	-0.1074606	0.016529227	-0.0056344396	0.10040759	-0.09086749	0.028168458	-0.17664392	0.10428917	0.10003456	0.05029819	-0.17971711	-0.0033924961	0.025305988	-0.010166638	0.026148675	0.070070155	0.014555844	0.103694275	-0.08593139	-0.117677286	0.030200306	0.1999455	0.22721514	-0.018550452	-0.06044256	-0.10693664	0.035281435	-0.026840273	0.055991977	-0.0387388	-0.020573018	0.21159905	0.05452795	0.003731378	-0.06492952	0.052311175	-0.06406996	0.0021997846	-0.045161147	0.057922196	-0.02706864	0.08149287	0.1085249	0.002003633	0.10716019	-0.020980787	-0.093001336	0.038449384	0.027681531	0.0076869717	0.04209549	-0.096539736	-0.069991484	0.05242921	-0.17191963	0.09131315	0.000981054	0.077504754	0.005545076	0.11385725	0.08517283	-0.043910474	0.025030065	-0.10717983	0.057735834	-0.10394359	-0.12595536	-0.018409858	0.0820517	0.03270564	0.18623963	0.08068453	-0.0062072338	0.022185272	-0.014190582	-0.059819397	-0.06437068	0.1299842	-0.08082916	0.03858096	-0.060838044	-0.025419958	-0.045567345	0.10577945	-0.0149420025	-0.05404103	0.0009057892	0.02174232	0.08329379	-0.007328443	-0.016917326	-0.04972621	0.07864275	0.078668706	-0.23918131	0.030339656	0.1135808	0.039825227	-0.071977034	-0.22068775	-0.022386756	0.09708024	0.040553827	-0.024806166	-0.0390531	-0.12762214	0.07966308	0.087438606	0.0661469	-0.0362341	-0.027061604	0.10423347	0.17966034	-0.0022405335	0.21980281	0.16560432	0.124638565	0.019258441	0.08671097	0.11016543	0.03402569
At_84A2	0.00022797658	0.043870028	-0.07641796	0.16535436	0.022030484	-0.05084771	0.062250312	-0.140868	-0.009248072	0.030561652	0.0810306	-0.06401638	0.0030800917	-0.16166927	0.11415696	0.08598346	0.048187237	-0.15417436	0.0034282452	0.023588473	-0.024200607	0.037473504	0.06635845	0.033940174	0.10174319	-0.092056006	-0.110584	0.04913415	0.19158664	0.22229804	-0.012306707	-0.051029515	-0.105188556	0.043251846	-0.0129873175	0.028534392	0.0077680284	-0.048906054	0.24669816	0.04925321	0.036612958	-0.055665445	0.042821642	-0.0039402894	0.026477687	-0.078717306	0.085227415	-0.02679897	0.08856997	0.112589344	0.00914007	0.14852105	-0.043810226	-0.060995106	0.062175862	-0.020911343	0.007826991	0.035609614	-0.11752933	-0.07488393	0.054524485	-0.17455061	0.09367428	-0.018105166	0.10394989	0.014181871	0.091024086	0.08725237	-0.07132715	0.0022142436	-0.105351135	0.03850859	-0.10845803	-0.107239306	-0.03862049	0.07386257	0.027091691	0.17509025	0.0771592	-0.024583597	0.0057800533	-0.007218766	-0.01808695	-0.06628545	0.12532336	-0.0781949	0.039026935	-0.04683324	0.00207446	-0.084839836	0.09946742	-0.019174127	-0.063891806	0.00799109	0.06283868	0.06480519	-0.02543446	-0.03461683	-0.07511371	0.07409648	0.06793754	-0.23952545	0.040949404	0.11832462	0.017621523	-0.052315596	-0.24022695	-0.05579517	0.053550683	0.07133326	-0.04271138	-0.04162463	-0.11382803	0.0667025	0.100642815	0.0343285	-0.03101017	-0.024896393	0.104031056	0.2068214	-0.006451033	0.18828283	0.15778334	0.094699875	0.014835184	0.080554366	0.086821355	0.014615552
At_84A3	0.058895003	0.0042739296	-0.033428226	0.084234245	-0.012892286	-0.031671	0.10819327	-0.068922445	-0.049546465	-0.02240624	0.098729424	-0.06525641	0.0005975145	-0.22277367	0.06284806	0.058553148	0.04881218	-0.15188321	-0.04256214	0.04371022	0.008984619	0.032410767	0.03817983	0.024093654	0.07107476	-0.10352089	-0.1262206	-0.005550194	0.17953043	0.2740016	-0.027060378	-0.0026322568	-0.10915178	0.050380792	0.01968474	0.014694959	-0.053051483	-0.023970133	0.24340886	0.07821817	0.0025197088	-0.06449783	0.057864483	-0.07344063	0.070387945	-0.07846279	0.039594773	-0.034293845	0.049960203	0.060640648	-0.008927449	0.12949437	-0.011000184	-0.0836238	0.00944048	-0.039138302	0.020305315	0.0660404	-0.06445148	-0.063826345	0.038120084	-0.1446114	0.063654676	0.0105721615	0.102550074	-0.05400362	0.13923512	0.083962925	-0.027169818	0.024127943	-0.14010423	0.059415307	-0.112535104	-0.1388014	-0.007180449	0.05408907	0.054929145	0.16147341	0.004272813	-0.025725668	0.048111588	-0.019197933	-0.05674504	-0.029522583	0.1464416	-0.038047396	0.03696506	-0.11966374	-0.0152513385	0.0053009833	0.0946887	0.03887166	-0.030025214	0.05437512	-0.04745215	0.121669754	-0.010910644	-0.039105453	-0.021021359	0.16256787	0.050057612	-0.20687306	0.018818503	0.10049046	0.026559956	-0.035610743	-0.25082576	-0.046750784	0.06439931	0.066810094	-0.024565805	-0.03942584	-0.060708907	0.11491608	0.052424084	0.040342174	0.0031703096	0.040656045	0.06790032	0.12887095	0.0030422562	0.25042805	0.14116725	0.09554065	0.03745296	0.09368286	0.15898156	0.05652873
At_84A4	0.064056925	0.017486066	-0.022160718	0.09425961	-0.027381187	-0.045023125	0.087322846	-0.08030982	-0.06733067	0.03415495	0.10828204	-0.06652663	-0.014597222	-0.23941489	0.0656648	0.061110806	0.045032028	-0.12891741	-0.029148491	0.047754217	0.028565189	0.038215693	0.05032332	0.002633984	0.0673679	-0.081791505	-0.15544997	-0.009497758	0.20164736	0.24605346	-0.015897747	-0.021443082	-0.12668164	0.045173142	0.04553831	0.0045851856	-0.023797117	-0.04949608	0.24501383	0.092522405	-0.025289787	-0.06577044	0.036757525	-0.04816466	0.11070048	-0.09188774	0.08112482	-0.046605345	0.030139847	0.056308612	0.01863048	0.11251441	-0.014312667	-0.08896272	0.0045541436	-0.05818003	0.02475537	0.04041623	-0.05322315	-0.0657759	0.039001767	-0.12081044	0.09077961	0.025691673	0.084465444	-0.052873783	0.13358915	0.11460992	-0.007055824	-0.007843882	-0.11156221	0.048833124	-0.10702221	-0.13655742	0.015094407	0.08548321	0.040477216	0.15628989	0.019036721	-0.038067948	0.024910497	-0.040756296	-0.06902881	-0.024857024	0.15075848	-0.0817349	0.045650434	-0.10794549	-0.019458566	-0.0045894375	0.08458767	0.038732607	-0.052823644	0.031653818	-0.06019963	0.12885089	0.013850194	-0.03736064	0.0039328085	0.1718743	0.06727864	-0.200349	0.0020142023	0.11291284	0.01783401	-0.021073122	-0.25788915	-0.083088845	0.07547069	0.05876479	-0.025176592	-0.043011382	-0.07985986	0.108642	0.03748885	0.033074964	0.0068777096	0.027621211	0.055743907	0.10716678	-0.016423792	0.2328508	0.14081696	0.070466086	0.02762035	0.0725431	0.1447106	0.0554533
At_84B1	0.08329609	0.061428934	0.11537448	0.10797003	-0.004985369	-0.0026560724	0.19853435	-0.09738602	-0.050919335	-0.033563245	0.08859247	0.019619511	-0.06658811	-0.28169215	0.033198662	-0.03931469	-0.024352565	-0.027977107	-0.005865825	0.0011570638	-0.005305016	0.16268454	-0.018049061	-0.035831913	-0.009064984	-0.07217375	-0.13788144	0.03818297	-0.008736205	0.18078521	-0.034337316	0.05157495	-0.13429332	0.15367742	0.07141113	-0.08116229	0.027365638	-0.06087733	0.1669549	0.13073078	0.11341128	-0.036701407	0.06745442	0.0037951593	0.077523686	-0.07748548	0.05014696	-0.030494032	0.012472788	-0.010938139	-0.019611062	0.15843919	0.038964663	-0.06094166	0.0024065613	-0.079888634	-0.05071135	0.018007737	-0.13365969	-0.10568636	0.07232294	-0.15539537	0.06854358	0.058444474	0.12156117	-0.021866038	0.041792937	-0.0069951317	-0.050353646	-0.041269228	-0.06645732	0.053458724	-0.13207255	-0.08514235	-0.014704753	0.053839453	0.10995184	0.07299397	0.041218158	-0.086613774	-0.07140741	-0.07586169	0.09046899	-0.014367552	0.056021202	-0.06812674	0.05946818	-0.08193821	0.07349567	-0.029359862	0.039563093	0.06161289	0.020087363	0.1231147	-0.005669895	0.0075770165	-0.0057522007	-0.05248995	0.08936068	0.17310594	0.035898246	-0.11586929	0.08925485	0.065836236	-0.04789211	-0.039435748	-0.236021	-0.14985067	-0.01255249	0.06214655	-0.11175469	-0.0792045	-0.00983698	0.04732287	0.07889981	-0.15485032	-0.07322248	0.020297984	0.13667987	0.07385472	0.050043974	0.18188617	0.036627907	-0.079775035	0.052247748	0.07932925	0.19549832	0.09089
